index_col,stock_code,shortname,fullname,city,region,income,profit,number,comedate,book,report,industry,product,bussiness
736,2270,华明装备,华明电力装备股份有限公司,济南市,天桥区,--,--,1141,2008-09-05,--,,其他输变电设备,主营业务:变压器有载分接开关和数控机床的研发、生产及销售,变压器有载分接开关和数控机床的研发、生产及销售
737,2271,东方雨虹,北京东方雨虹防水技术股份有限公司,北京市,顺义区,--,--,6998,2008-09-10,--,,其他建材,主营业务:从事新型建筑防水材料的研发、生产、销售及防水工程施工业务,从事新型建筑防水材料的研发、生产、销售及防水工程施工业务
738,2272,川润股份,四川川润股份有限公司,自贡市,大安区,--,--,1161,2008-09-19,--,,基础件,主营业务:润滑液压设备及其集成系统和余热锅炉及锅炉部件、压力容器的研发、生产和销售,润滑液压设备及其集成系统和余热锅炉及锅炉部件、压力容器的研发、生产和销售
739,2273,水晶光电,浙江水晶光电科技股份有限公司,台州市,椒江区,--,--,3875,2008-09-19,--,,光学元件,主营业务:光学影像、LED、微显示、反光材料等领域相关产品的研发、生产和销售,光学影像、LED、微显示、反光材料等领域相关产品的研发、生产和销售
740,2274,华昌化工,江苏华昌化工股份有限公司,苏州市,张家港市,--,--,3447,2008-09-25,--,,复合肥,主营业务:化工原料、化工产品、化肥生产;金属材料、建筑材料、日用百货、煤炭销售,化工原料、化工产品、化肥生产;金属材料、建筑材料、日用百货、煤炭销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
741,2275,桂林三金,桂林三金药业股份有限公司,桂林市,七星区,--,--,2604,2009-07-10,--,,中药生产,主营业务:中成药的研发、制造与销售，同时涵盖化学药品制剂、生物制剂与日化保健大健康等多个细分行业,中成药的研发、制造与销售，同时涵盖化学药品制剂、生物制剂与日化保健大健康等多个细分行业
742,2276,万马股份,浙江万马股份有限公司,杭州市,临安区,--,--,4832,2009-07-10,--,,电线电缆,主营业务:电线电缆、高分子材料、汽车充电设备等产品的研发、生产和销售，以及光伏发电与运维服务,电线电缆、高分子材料、汽车充电设备等产品的研发、生产和销售，以及光伏发电与运维服务
743,2277,友阿股份,湖南友谊阿波罗商业股份有限公司,长沙市,芙蓉区,--,--,3850,2009-07-17,--,,百货,主营业务:商品零售业、酒店业、餐饮业和休闲娱乐业的投资、经营、管理,商品零售业、酒店业、餐饮业和休闲娱乐业的投资、经营、管理
744,2278,神开股份,上海神开石油化工装备股份有限公司,上海市,闵行区,--,--,869,2009-08-11,--,,矿山冶金机械,主营业务:研发、制造、销售石油化工仪器装备,研发、制造、销售石油化工仪器装备
745,2279,久其软件,北京久其软件股份有限公司,北京市,海淀区,--,--,2566,2009-08-11,--,,基础软件,主营业务:从事电子政务、集团管控、大数据、移动互联领域软件的研究与开发。,从事电子政务、集团管控、大数据、移动互联领域软件的研究与开发。
746,2280,联络互动,杭州联络互动信息科技股份有限公司,杭州市,滨江区,--,--,3053,2009-08-21,--,,电子商务B2B,主营业务:跨境电商、智能硬件、文化传媒和金融,跨境电商、智能硬件、文化传媒和金融
747,2281,光迅科技,武汉光迅科技股份有限公司,武汉市,洪山区,--,--,4117,2009-08-21,--,,通信传输设备,主营业务:信息科技领域光、电器件技术及产品的研制、生产、销售和相关技术服务,信息科技领域光、电器件技术及产品的研制、生产、销售和相关技术服务
748,2282,博深工具,博深工具股份有限公司,石家庄市,裕华区,--,--,1738,2009-08-21,--,,其他通用机械,主营业务:金刚石工具、电动工具、合金工具的研发、生产和销售。,金刚石工具、电动工具、合金工具的研发、生产和销售。
749,2283,天润曲轴,天润曲轴股份有限公司,威海市,文登区,--,--,2748,2009-08-21,--,,汽车零部件,主营业务:曲轴、连杆、铸件生产制造,曲轴、连杆、铸件生产制造
750,2284,亚太股份,浙江亚太机电股份有限公司,杭州市,萧山区,--,--,3403,2009-08-28,--,,汽车零部件,主营业务:汽车及轨道车辆制动系统、汽车底盘系统的开发、制造、销售和技术服务,汽车及轨道车辆制动系统、汽车底盘系统的开发、制造、销售和技术服务
